userId,enrollmentId,courseId,enrolledAt,progress,completed,totalCount,completedCount,isQuizTaken,isParticipated,isFeedback,engagement
106,c7iSRHre,1,2024-10-07,98,False,14,0,True,False,False,0
184,0OMKjNvN,10,2024-10-07,93,False,13,11,True,True,False,1
31,TzKYcYmg,11,2024-10-07,78,False,12,5,False,True,True,0
292,zgXBId57,1,2024-10-07,21,False,13,2,True,True,False,0
151,Fxi6WBaC,15,2024-10-07,29,False,20,13,False,True,False,1
75,2jY3lT5p,11,2024-10-07,72,False,11,1,False,False,False,0
20,2QDOVTt5,19,2024-10-07,15,False,19,7,False,True,True,1
290,pOh35SSp,6,2024-10-07,48,False,6,4,True,False,True,0
142,dOg365Sg,11,2024-10-07,44,False,11,6,True,False,True,0
224,cP9MCYQk,7,2024-10-07,4,False,14,1,True,False,False,1
264,c8NKHgKE,9,2024-10-07,45,False,12,10,False,True,False,1
293,CJCrmagG,8,2024-10-07,82,False,8,5,True,True,False,0
194,zxxQzJqg,17,2024-10-07,55,False,6,5,True,False,False,0
276,UjFypMSE,3,2024-10-07,30,False,17,4,True,True,True,1
203,d098OEhv,8,2024-10-07,46,False,6,5,True,False,False,1
280,LSm11P22,7,2024-10-07,46,False,6,4,True,False,True,0
184,81INQoKZ,3,2024-10-07,39,False,11,5,True,True,False,1
225,ZicwROUN,20,2024-10-07,87,False,13,10,False,False,False,0
287,2s7aAndx,6,2024-10-07,15,False,5,2,False,False,True,1
130,l5vOBTDc,11,2024-10-07,10,False,18,8,True,False,False,0
295,pAGU8I04,17,2024-10-07,6,False,14,4,False,False,False,0
72,MU2pm2sF,10,2024-10-07,1,False,19,17,False,False,True,0
60,Opz880iU,19,2024-10-07,1,False,15,13,True,True,True,1
212,X5IyULe8,15,2024-10-07,44,False,17,5,False,True,False,0
69,uarbjfSf,10,2024-10-07,13,False,14,0,True,True,False,1
185,5HC2CB2Z,1,2024-10-07,84,False,12,6,False,False,True,1
14,ZhaiIUmE,1,2024-10-07,92,False,12,6,False,True,False,1
299,W7xnpeo4,12,2024-10-07,77,False,11,8,False,False,False,0
8,JY36gxSp,16,2024-10-07,9,False,9,0,True,False,True,1
244,39n39eON,17,2024-10-07,70,False,16,15,True,True,True,0
72,JedbmX76,15,2024-10-07,58,False,13,3,False,False,False,0
234,XtiKmjyd,6,2024-10-07,39,False,17,8,True,True,True,1
22,wXT6jYbc,11,2024-10-07,21,False,19,16,False,True,True,1
271,nYRIKv5X,3,2024-10-07,24,False,10,7,True,False,True,1
218,b62pKfoP,12,2024-10-07,78,False,5,0,True,False,True,1
138,6HohqQy2,10,2024-10-07,46,False,11,4,False,True,True,1
212,GUwaUmrj,19,2024-10-07,0,False,17,7,False,True,False,1
99,gAgAYlN1,14,2024-10-07,92,False,19,8,True,False,True,0
118,TI81MeVl,18,2024-10-07,42,False,17,2,False,False,False,0
180,lI1bWvdq,19,2024-10-07,43,False,6,4,False,False,True,1
128,1p9arZAJ,2,2024-10-07,98,False,15,13,False,True,True,0
105,RZ7cihJx,7,2024-10-07,0,False,10,8,True,True,True,1
67,lsQcksHZ,15,2024-10-07,6,False,20,5,False,False,False,1
293,k6r2vkTu,19,2024-10-07,62,False,11,4,True,False,True,0
196,ASvK7fCz,7,2024-10-07,42,False,6,4,False,False,True,1
263,Kxm71aPo,1,2024-10-07,97,False,14,10,True,False,False,1
96,X4WGuGe4,3,2024-10-07,15,False,8,1,True,False,True,0
211,PQIxGyXd,18,2024-10-07,48,False,15,4,True,True,False,0
116,caWcxDBs,13,2024-10-07,79,False,14,3,False,True,True,1
161,WGQnQqW3,8,2024-10-07,87,False,14,9,True,True,True,1
96,pLSIbDMp,8,2024-10-07,85,False,6,1,False,True,False,0
152,351k7x8P,17,2024-10-07,16,False,14,1,False,False,False,1
9,flWoeMDN,2,2024-10-07,17,False,14,5,False,True,True,0
108,FVHrgS9t,3,2024-10-07,71,False,20,11,True,True,False,0
275,wgtz0MxL,14,2024-10-07,38,False,5,2,False,False,False,1
248,JxWHzqff,11,2024-10-07,8,False,14,9,True,True,True,1
16,KuBWisDH,4,2024-10-07,18,False,18,15,False,True,True,1
54,Xt1hrtxS,19,2024-10-07,30,False,20,18,True,False,True,0
127,HbcNU0sR,5,2024-10-07,54,False,11,8,True,True,True,1
93,Ujf78cHa,9,2024-10-07,3,False,16,13,True,False,True,0
218,wtFdH1Nb,11,2024-10-07,58,False,6,2,False,False,False,1
216,5WHdYQhO,14,2024-10-07,32,False,7,2,True,False,False,1
250,lBCK3yIy,4,2024-10-07,43,False,10,3,True,True,True,1
53,3H1cH5Ad,9,2024-10-07,33,False,5,0,True,False,False,1
218,Lr3VtCv4,14,2024-10-07,97,False,12,2,False,True,False,1
235,oFSVyrnz,16,2024-10-07,88,False,13,11,True,False,False,0
237,58hBrhaw,20,2024-10-07,50,False,14,8,False,True,True,0
129,IbSq8LYM,4,2024-10-07,34,False,8,3,True,True,True,1
103,OC1YAALa,2,2024-10-07,31,False,11,2,True,True,False,0
122,VJxdwMSU,2,2024-10-07,29,False,7,6,True,True,True,1
257,8pli7rbl,14,2024-10-07,19,False,7,4,False,True,False,0
227,sjTmxTPF,2,2024-10-07,15,False,10,2,False,True,False,1
104,VoX521Jk,9,2024-10-07,92,False,10,9,True,False,True,1
138,U9q1U0FC,14,2024-10-07,86,False,14,5,False,False,True,1
271,B1g0LK0V,16,2024-10-07,36,False,20,11,True,True,True,1
154,NtiZggBF,1,2024-10-07,1,False,20,8,True,True,False,1
158,6ht0XOsX,11,2024-10-07,53,False,17,11,False,True,True,0
146,tiZN1RWh,5,2024-10-07,5,False,7,5,True,True,False,1
272,rqbqE1T8,5,2024-10-07,89,False,8,2,False,True,True,0
279,8CimvsWz,6,2024-10-07,12,False,17,7,True,False,True,1
6,DiZfqjfa,8,2024-10-07,60,False,13,5,True,False,False,1
158,UwY9Nmfc,13,2024-10-07,87,False,18,5,True,True,False,0
227,kOE6RJTY,17,2024-10-07,84,False,20,18,True,False,True,1
231,LsFmDFYh,1,2024-10-07,81,False,7,3,True,False,False,1
110,eW2bjMXa,1,2024-10-07,82,False,14,13,False,False,True,1
254,Z2idX7zD,15,2024-10-07,45,False,10,0,False,False,False,0
86,EMl6Vcpi,13,2024-10-07,39,False,13,10,True,False,True,1
178,ZSVkdp7F,3,2024-10-07,6,False,6,1,False,False,False,1
129,ueNkEBbC,6,2024-10-07,1,False,14,2,True,True,True,1
61,aaTokOXf,18,2024-10-07,45,False,13,0,True,False,False,1
15,6OTfo61b,9,2024-10-07,0,False,20,1,False,True,False,0
25,eFEJjZqA,7,2024-10-07,95,False,9,4,False,True,True,1
262,OZB9Vp5g,8,2024-10-07,15,False,14,3,True,False,True,1
95,nQiy4jq6,19,2024-10-07,30,False,8,6,False,False,True,0
236,ACtscF6M,5,2024-10-07,13,False,17,12,True,True,True,1
112,0KXzvtur,11,2024-10-07,47,False,16,11,True,True,False,1
73,LchouYm0,15,2024-10-07,41,False,16,13,True,True,True,1
241,PYFearoN,19,2024-10-07,86,False,16,12,False,False,False,0
24,jN7QCsnv,9,2024-10-07,58,False,19,0,True,False,False,1
279,vLiUzyFY,13,2024-10-07,68,False,20,5,False,True,False,1
163,fP1PehWp,14,2024-10-07,35,False,9,6,False,False,False,0
187,H86ICLIT,14,2024-10-07,50,False,5,4,False,False,True,1
268,SMfBsxxM,10,2024-10-07,73,False,11,9,False,False,True,0
288,r2rRHNw4,14,2024-10-07,11,False,10,0,True,False,False,1
126,TtFzTKgQ,1,2024-10-07,80,False,20,13,False,False,True,0
217,DLpQRIiY,16,2024-10-07,81,False,8,7,True,False,False,0
61,IpdEsyye,20,2024-10-07,50,False,13,4,True,True,False,0
158,9LQAVkk2,3,2024-10-07,74,False,11,1,True,True,True,1
89,NVpp6Ufg,13,2024-10-07,40,False,12,6,False,True,False,1
214,1igZkOBW,3,2024-10-07,38,False,20,12,True,False,True,0
41,3qZ9ovMC,14,2024-10-07,21,False,17,2,True,True,True,1
94,Z19MTqaI,6,2024-10-07,100,True,20,20,False,True,False,1
110,PnXJrGBH,15,2024-10-07,27,False,7,0,True,True,True,1
5,M1fdz0jG,12,2024-10-07,69,False,16,4,False,True,True,0
96,pmQKZyUj,11,2024-10-07,54,False,16,4,False,False,False,0
139,uy9eRXFL,14,2024-10-07,80,False,7,6,False,True,True,1
61,iBKL4hKh,16,2024-10-07,87,False,18,6,False,True,True,0
165,qt96Llkn,9,2024-10-07,51,False,7,4,False,False,True,0
84,gBCXr2ZU,2,2024-10-07,30,False,13,3,True,True,True,1
78,Dy2oDVni,9,2024-10-07,58,False,18,5,False,True,False,1
144,51vpEANP,3,2024-10-07,15,False,5,3,True,True,False,1
145,Ob6Jqlc8,16,2024-10-07,88,False,10,5,False,False,False,0
110,D4YTvKed,20,2024-10-07,59,False,13,11,True,True,False,1
188,m7rrXhvB,3,2024-10-07,95,False,17,0,True,False,False,1
5,Td1JEkDE,7,2024-10-07,77,False,17,3,True,True,False,1
174,vzv7nTGR,3,2024-10-07,70,False,15,9,False,True,False,1
265,GpPQNfiy,3,2024-10-07,31,False,13,4,True,False,True,0
45,ichbUnYi,8,2024-10-07,37,False,13,8,False,True,True,1
51,mYyLjCeU,11,2024-10-07,69,False,10,4,True,True,True,1
246,LKQurMrm,1,2024-10-07,26,False,13,10,False,True,True,0
15,Huou0Nq7,19,2024-10-07,63,False,17,12,False,True,False,0
75,S9b5iQPo,20,2024-10-07,45,False,11,6,False,True,True,0
204,uUpI9Gie,17,2024-10-07,55,False,15,12,False,True,True,0
85,mDByQ3B1,18,2024-10-07,73,False,6,2,True,False,False,1
264,fyp0XlrD,7,2024-10-07,7,False,7,6,True,True,False,1
297,oRIfAtO2,15,2024-10-07,63,False,15,3,False,False,False,1
161,Y1ZNll0U,7,2024-10-07,3,False,20,6,False,True,False,1
2,352o3yPm,12,2024-10-07,60,False,17,10,False,True,False,1
49,Wt36G87r,14,2024-10-07,69,False,12,4,False,False,False,1
299,Hqhe83u3,17,2024-10-07,70,False,12,7,True,True,True,1
29,OsoBsrA5,20,2024-10-07,1,False,13,6,False,False,True,1
151,PF95Ksdx,5,2024-10-07,36,False,12,11,False,True,True,1
21,fTioxYfB,6,2024-10-07,100,True,18,18,True,False,False,1
33,WjvwmZMf,7,2024-10-07,59,False,10,1,False,True,True,0
60,Ef03oLSX,10,2024-10-07,87,False,15,10,False,False,True,1
156,P8cdo2af,11,2024-10-07,28,False,7,6,False,False,True,1
287,0e8W5GKI,5,2024-10-07,22,False,18,9,True,False,True,1
80,Ei6zXYW9,7,2024-10-07,52,False,9,5,False,False,False,1
72,zcGThGBZ,18,2024-10-07,81,False,5,2,True,True,True,1
124,FNdacRGU,20,2024-10-07,77,False,17,15,False,False,False,0
82,NsO76VWu,17,2024-10-07,2,False,13,4,True,True,False,0
212,1g4hQSls,20,2024-10-07,86,False,7,1,False,True,False,1
114,LL9P3UNd,10,2024-10-07,93,False,15,7,True,False,False,0
223,iJqzLo3q,15,2024-10-07,17,False,19,4,True,True,False,0
21,LIQXA3c6,10,2024-10-07,17,False,7,3,False,True,True,1
1,vfxxUmm0,19,2024-10-07,43,False,14,12,False,True,False,1
82,5mSQmS27,4,2024-10-07,100,True,10,10,False,True,False,0
107,8HpdIBiz,19,2024-10-07,93,False,9,3,True,True,True,1
193,q65BSkY3,16,2024-10-07,62,False,16,15,False,True,False,1
289,tmuUbBZr,12,2024-10-07,16,False,9,4,True,False,True,1
79,4TBLvCBn,19,2024-10-07,91,False,10,1,False,False,True,1
236,AFouYDku,9,2024-10-07,82,False,15,7,False,False,True,1
113,VqeimZVm,18,2024-10-07,13,False,18,11,True,True,True,0
74,EHSwPfI0,6,2024-10-07,28,False,19,12,True,True,True,1
210,LLkpiFGZ,4,2024-10-07,53,False,14,9,False,False,True,1
223,KsYsTv2a,14,2024-10-07,68,False,11,4,True,False,True,0
181,VNVIRbo9,6,2024-10-07,18,False,13,12,True,True,True,1
142,kSNV2ggO,5,2024-10-07,91,False,20,7,False,False,False,0
62,tTh30d4H,12,2024-10-07,75,False,20,1,False,False,True,0
43,borec8So,14,2024-10-07,13,False,6,2,True,False,True,0
165,LhYJ5IxC,6,2024-10-07,94,False,16,13,False,False,False,0
171,iwb3RNR1,3,2024-10-07,51,False,7,5,True,True,False,0
246,Q72b9gZT,10,2024-10-07,41,False,12,5,True,False,False,0
35,QTlpazPT,6,2024-10-07,52,False,7,6,True,True,True,0
186,Gl1Ynbbb,4,2024-10-07,71,False,5,2,False,True,False,1
186,FgYzAHIT,13,2024-10-07,69,False,12,1,False,True,False,0
44,JPe9SSm5,11,2024-10-07,40,False,5,1,False,False,False,1
23,bzQhXfj1,11,2024-10-07,16,False,20,15,False,True,False,1
189,n19u40w0,17,2024-10-07,38,False,6,0,True,False,False,0
248,Zd8gQlRl,16,2024-10-07,88,False,15,10,False,False,False,0
37,LmobF8Mc,2,2024-10-07,44,False,5,0,True,True,True,1
156,lnIzhyX9,18,2024-10-07,97,False,10,3,False,False,False,1
83,WgFZFvh6,11,2024-10-07,5,False,11,9,True,True,True,1
251,z161S213,16,2024-10-07,5,False,10,1,True,True,False,1
96,U1dIUIMK,5,2024-10-07,49,False,17,16,True,True,True,1
106,mu1Rw6HJ,16,2024-10-07,15,False,20,17,True,False,True,0
266,yojI5hAu,6,2024-10-07,94,False,18,3,True,True,True,1
207,R588ASjp,8,2024-10-07,13,False,19,11,True,True,True,1
201,AkBJTzh2,7,2024-10-07,68,False,9,5,False,True,True,0
285,LtjLBj9k,11,2024-10-07,43,False,14,7,True,True,False,0
253,2Gll1AJu,13,2024-10-07,59,False,19,13,False,True,True,0
135,pvJcL4QA,4,2024-10-07,95,False,14,13,True,False,True,0
68,yh9eLGxx,15,2024-10-07,50,False,11,6,True,False,False,1
88,3amgYTjL,9,2024-10-07,58,False,8,5,False,False,False,1
180,JeluwU1P,5,2024-10-07,93,False,6,5,True,False,True,0
162,sGR0p4lT,14,2024-10-07,54,False,18,10,True,False,True,0
263,Jq7ca3tk,20,2024-10-07,61,False,9,2,True,False,False,1
170,JWoA9H5D,16,2024-10-07,8,False,9,5,True,False,False,0
156,zIgfixeT,13,2024-10-07,48,False,8,5,False,False,False,1
104,tJaLzmNp,11,2024-10-07,87,False,20,3,False,False,False,1
239,ba2z1ohk,11,2024-10-07,19,False,10,2,False,True,True,0
288,fKIgIJIG,10,2024-10-07,54,False,19,11,False,False,False,0
217,Cwvdw6PK,13,2024-10-07,64,False,14,4,True,False,True,0
141,av7oMDau,6,2024-10-07,21,False,12,9,False,True,False,1
77,sNarIYKS,7,2024-10-07,98,False,6,0,False,False,False,0
177,SdhZS04c,7,2024-10-07,38,False,19,16,True,True,False,1
72,30ARGtVP,20,2024-10-07,61,False,9,4,True,False,False,0
220,hFCCbu0V,1,2024-10-07,87,False,18,5,False,False,False,1
183,DKqUxXSV,16,2024-10-07,99,False,18,12,True,True,True,1
230,JwN5o5gi,13,2024-10-07,95,False,5,1,False,True,True,1
40,TpvzAmg6,14,2024-10-07,75,False,7,2,False,False,True,0
7,xwzsxw3a,16,2024-10-07,19,False,16,12,False,False,False,1
268,lHAdZmNd,16,2024-10-07,64,False,20,16,True,True,True,1
132,Ox1Os3za,10,2024-10-07,33,False,12,4,False,True,True,1
2,Zl47G8of,6,2024-10-07,76,False,14,0,True,False,False,1
27,XXwY5Grp,12,2024-10-07,36,False,15,12,False,False,False,0
202,d2OFaPNA,4,2024-10-07,30,False,9,3,True,False,True,1
203,iWq8Lnqg,15,2024-10-07,13,False,14,13,True,False,False,1
22,wkloLP9N,17,2024-10-07,98,False,17,10,True,False,True,1
171,MoUX5AKg,10,2024-10-07,39,False,18,6,True,True,True,1
171,UaxQO9iq,20,2024-10-07,67,False,12,5,False,True,True,0
276,nRMNwOz3,16,2024-10-07,42,False,12,3,True,False,False,0
70,gQxtXgQc,9,2024-10-07,88,False,20,0,True,True,True,0
97,XFSn8Kbw,12,2024-10-07,35,False,13,3,True,True,False,1
87,rjNWhpPq,7,2024-10-07,99,False,16,0,False,False,False,1
143,gd9zZDbW,2,2024-10-07,24,False,16,8,False,False,True,0
54,bDBMrRNj,15,2024-10-07,20,False,19,12,False,True,False,0
243,B0CITPj0,19,2024-10-07,78,False,6,1,False,True,False,0
207,QJJOTfBm,16,2024-10-07,13,False,20,10,True,True,False,0
88,c3f6NSf0,16,2024-10-07,16,False,6,1,False,True,True,1
300,igIbjg0Z,20,2024-10-07,47,False,5,0,True,True,False,0
79,WUfTfMTc,3,2024-10-07,90,False,13,8,True,False,False,0
294,anBm6QFB,4,2024-10-07,71,False,10,2,False,True,False,1
131,KZKZs7Kh,1,2024-10-07,63,False,17,11,True,False,False,0
262,T1L5ut6b,6,2024-10-07,36,False,15,7,True,False,True,1
15,i0MIdgqc,7,2024-10-07,98,False,15,6,True,True,False,0
59,19504c9X,5,2024-10-07,6,False,20,14,True,False,False,0
137,nOXIPO8k,6,2024-10-07,12,False,18,0,False,False,True,1
272,mPzSUqXi,7,2024-10-07,24,False,12,0,True,False,True,0
58,cEsmDnLf,11,2024-10-07,97,False,11,5,True,False,True,0
149,oDsA3ESg,9,2024-10-07,31,False,8,5,False,True,True,0
60,pfUHI93j,7,2024-10-07,19,False,8,1,False,True,False,1
130,fas3aud0,12,2024-10-07,92,False,16,4,False,True,True,0
209,C6qZNEMa,19,2024-10-07,13,False,9,5,False,True,False,1
75,XGyvQ8zg,3,2024-10-07,39,False,11,0,True,False,False,0
178,vcVKUk5h,16,2024-10-07,7,False,5,3,False,True,False,1
192,csPwwoBm,10,2024-10-07,96,False,7,6,False,False,True,1
159,jnPdRoid,2,2024-10-07,96,False,12,10,False,True,True,1
134,9Nj8mUVL,15,2024-10-07,43,False,10,6,False,False,True,1
54,fJLJfi6P,10,2024-10-07,55,False,11,9,False,True,False,0
70,4fEI7CX2,12,2024-10-07,65,False,14,12,False,False,True,1
185,wceDWLv4,4,2024-10-07,0,False,19,11,True,False,False,0
206,WVxdow8f,19,2024-10-07,55,False,6,2,True,False,True,1
85,ll0Pj3sB,5,2024-10-07,18,False,15,4,True,False,False,1
231,tc9qs48i,6,2024-10-07,94,False,16,14,False,True,False,1
115,8hsPqTcZ,12,2024-10-07,0,False,8,6,True,True,True,1
226,UaD998NI,10,2024-10-07,11,False,6,3,True,False,False,0
153,4vuvCPfn,11,2024-10-07,81,False,8,2,True,True,True,1
63,FArl0lPD,6,2024-10-07,82,False,8,4,False,False,False,1
136,ErtDNDcj,4,2024-10-07,95,False,15,11,False,True,True,0
224,V5AvVzws,1,2024-10-07,23,False,19,14,True,False,False,1
4,G4joXiZs,9,2024-10-07,32,False,13,0,True,False,True,1
245,UzqGV7hR,5,2024-10-07,99,False,16,7,False,False,True,1
128,Iy243OD1,4,2024-10-07,67,False,20,5,True,True,False,0
5,eyvrksyg,10,2024-10-07,85,False,19,16,True,True,False,0
25,TD2h5l54,3,2024-10-07,20,False,14,6,True,False,False,1
