feedbackId,courseId,userId,enrollmentId,overallSatisfaction,contentQuality,instructorEffectiveness,comments,createdAt
JooQYMld,11,156,P8cdo2af,3,5,2,Could be better.,2024-10-07T15:07:42.745967
z0eDkQdi,5,287,0e8W5GKI,3,3,2,Great course!,2024-10-07T15:07:42.745967
5uhGlTVl,18,72,zcGThGBZ,4,3,3,Very informative.,2024-10-07T15:07:42.745967
hJqqFibO,10,21,LIQXA3c6,3,1,4,Very informative.,2024-10-07T15:07:42.745967
vGiZpMrM,19,107,8HpdIBiz,2,3,3,Could be better.,2024-10-07T15:07:42.745967
KkrSwqj1,12,289,tmuUbBZr,3,1,2,Great course!,2024-10-07T15:07:42.745967
zYWBgR82,19,79,4TBLvCBn,4,2,4,Very informative.,2024-10-07T15:07:42.745967
MVlb9JNB,9,236,AFouYDku,2,3,5,Very informative.,2024-10-07T15:07:42.745967
MRnGosul,18,113,VqeimZVm,4,5,5,Great course!,2024-10-07T15:07:42.745967
Ev5nnupY,6,74,EHSwPfI0,3,2,5,Great course!,2024-10-07T15:07:42.745967
CCmWORQ4,4,210,LLkpiFGZ,1,3,3,Very informative.,2024-10-07T15:07:42.745967
lcwqhXbZ,14,223,KsYsTv2a,3,3,1,Could be better.,2024-10-07T15:07:42.745967
JWvHbnge,6,181,VNVIRbo9,1,2,1,Very informative.,2024-10-07T15:07:42.745967
k1Uejemj,12,62,tTh30d4H,2,2,3,Very informative.,2024-10-07T15:07:42.745967
Z5Fn3E6c,14,43,borec8So,2,5,4,Could be better.,2024-10-07T15:07:42.745967
Cxqf5S9P,6,35,QTlpazPT,2,5,1,Great course!,2024-10-07T15:07:42.745967
XqSwSohy,2,37,LmobF8Mc,4,4,1,Great course!,2024-10-07T15:07:42.746967
HZfctiSr,11,83,WgFZFvh6,5,1,1,Could be better.,2024-10-07T15:07:42.746967
GsNuCG9z,5,96,U1dIUIMK,1,5,4,Very informative.,2024-10-07T15:07:42.746967
RcMTQEBe,16,106,mu1Rw6HJ,4,3,1,Could be better.,2024-10-07T15:07:42.746967
HuqU7wwt,6,266,yojI5hAu,1,4,4,Great course!,2024-10-07T15:07:42.746967
r78liwxj,8,207,R588ASjp,1,1,5,Great course!,2024-10-07T15:07:42.746967
ugoXnykc,7,201,AkBJTzh2,3,4,3,Could be better.,2024-10-07T15:07:42.746967
I8Fpdi8w,13,253,2Gll1AJu,4,2,2,Very informative.,2024-10-07T15:07:42.746967
oz5nh2wr,4,135,pvJcL4QA,4,4,1,Could be better.,2024-10-07T15:07:42.746967
RwWcXuAt,5,180,JeluwU1P,1,1,3,Could be better.,2024-10-07T15:07:42.746967
hdbFMVjf,14,162,sGR0p4lT,3,5,2,Could be better.,2024-10-07T15:07:42.746967
S9VY7ApF,11,239,ba2z1ohk,5,2,2,Very informative.,2024-10-07T15:07:42.746967
m0LQ0k7a,13,217,Cwvdw6PK,1,3,5,Very informative.,2024-10-07T15:07:42.746967
R8TfcFCc,16,183,DKqUxXSV,3,1,3,Very informative.,2024-10-07T15:07:42.746967
LqiWEwL4,13,230,JwN5o5gi,4,4,4,Great course!,2024-10-07T15:07:42.746967
hx99sFIc,14,40,TpvzAmg6,4,3,2,Great course!,2024-10-07T15:07:42.746967
sDwC3yT2,16,268,lHAdZmNd,1,4,4,Great course!,2024-10-07T15:07:42.746967
upduKv9i,10,132,Ox1Os3za,3,4,5,Could be better.,2024-10-07T15:07:42.746967
id8mONBg,4,202,d2OFaPNA,1,1,3,Very informative.,2024-10-07T15:07:42.746967
pazSdRDl,17,22,wkloLP9N,5,4,5,Very informative.,2024-10-07T15:07:42.747967
3pNWBSL0,10,171,MoUX5AKg,1,3,5,Could be better.,2024-10-07T15:07:42.747967
nbP1swRZ,20,171,UaxQO9iq,3,2,4,Could be better.,2024-10-07T15:07:42.747967
ZWfuFbZ3,9,70,gQxtXgQc,2,4,1,Could be better.,2024-10-07T15:07:42.747967
Q5URIg2H,2,143,gd9zZDbW,3,1,5,Very informative.,2024-10-07T15:07:42.747967
LicesQnb,16,88,c3f6NSf0,2,1,2,Very informative.,2024-10-07T15:07:42.747967
4zn6HVkp,6,262,T1L5ut6b,2,4,1,Great course!,2024-10-07T15:07:42.747967
yGZXNeSI,6,137,nOXIPO8k,5,3,4,Great course!,2024-10-07T15:07:42.747967
LCoImANR,7,272,mPzSUqXi,4,3,4,Great course!,2024-10-07T15:07:42.747967
8jElmZ0Z,11,58,cEsmDnLf,4,2,2,Could be better.,2024-10-07T15:07:42.747967
HusdZl67,9,149,oDsA3ESg,5,4,2,Very informative.,2024-10-07T15:07:42.747967
mk6RIK8b,12,130,fas3aud0,5,5,4,Very informative.,2024-10-07T15:07:42.747967
oVbnFE6a,10,192,csPwwoBm,5,4,1,Great course!,2024-10-07T15:07:42.747967
OL2wkoFi,2,159,jnPdRoid,5,2,4,Great course!,2024-10-07T15:07:42.747967
xXskfWbe,15,134,9Nj8mUVL,2,5,3,Very informative.,2024-10-07T15:07:42.747967
R6tkZcXV,12,70,4fEI7CX2,2,4,2,Very informative.,2024-10-07T15:07:42.747967
7y7P8fuw,19,206,WVxdow8f,5,3,1,Great course!,2024-10-07T15:07:42.747967
lwbr3sVh,12,115,8hsPqTcZ,4,1,2,Great course!,2024-10-07T15:07:42.747967
CYwCQtjh,11,153,4vuvCPfn,1,3,2,Very informative.,2024-10-07T15:07:42.747967
2j8Uc7az,4,136,ErtDNDcj,2,2,4,Great course!,2024-10-07T15:07:42.747967
KgcSnARg,9,4,G4joXiZs,2,2,1,Very informative.,2024-10-07T15:07:42.747967
TD2DFJLz,5,245,UzqGV7hR,2,4,3,Could be better.,2024-10-07T15:07:42.748967
Qy7kSF8A,9,69,O0pV6gRU,5,1,3,Could be better.,2024-10-07T15:07:42.748967
f6EkKZYP,18,117,GJ1GF6Sr,4,4,4,Could be better.,2024-10-07T15:07:42.748967
1DKuz852,4,125,OaudK4U4,3,5,2,Very informative.,2024-10-07T15:07:42.748967
QNqM5S1K,3,162,ucaK7JUN,1,4,5,Very informative.,2024-10-07T15:07:42.748967
DvVKEKNV,8,138,a33T8KUy,2,4,2,Could be better.,2024-10-07T15:07:42.748967
URbCsLzJ,3,72,Ho9sGDg1,3,2,3,Very informative.,2024-10-07T15:07:42.748967
R7r9puUZ,19,287,cRIDH0VG,1,4,1,Great course!,2024-10-07T15:07:42.748967
uDBxSEGI,20,60,SNh88iFl,2,1,4,Could be better.,2024-10-07T15:07:42.748967
qYeaBLx7,14,230,rOjE6pp0,5,2,2,Could be better.,2024-10-07T15:07:42.748967
iHIx1Ihd,10,155,ahpG5ubw,5,1,4,Could be better.,2024-10-07T15:07:42.748967
GMivvvxX,14,128,MNtjiyEb,2,5,5,Great course!,2024-10-07T15:07:42.748967
RgXF0o0Y,3,33,ZJMUvLdW,4,1,4,Could be better.,2024-10-07T15:07:42.748967
07S3LijL,12,92,ds4aTZG8,4,3,2,Very informative.,2024-10-07T15:07:42.748967
3IZyX9Vz,18,268,VoomfzsP,5,3,4,Very informative.,2024-10-07T15:07:42.748967
uBOMtNOD,4,181,AqEOfqVJ,2,2,3,Great course!,2024-10-07T15:07:42.748967
JIGAXejB,13,188,qjqltloQ,2,1,5,Could be better.,2024-10-07T15:07:42.748967
ydR8A52S,3,205,ZoKB4eoO,3,4,2,Very informative.,2024-10-07T15:07:42.748967
cBhYjiR2,7,253,ppIjyRay,4,3,3,Great course!,2024-10-07T15:07:42.748967
SoE2Xhef,8,177,884vkYq1,2,4,5,Could be better.,2024-10-07T15:07:42.748967
uvTOLZWY,15,142,pGG9v2j6,5,5,3,Great course!,2024-10-07T15:07:42.748967
tB8vnSVJ,8,78,ZGcun1QG,1,5,1,Could be better.,2024-10-07T15:07:42.748967
HGQ2UCza,3,181,1mW1vomo,3,3,4,Very informative.,2024-10-07T15:07:42.748967
uZVoWQZT,17,127,rsnbAnu3,4,2,2,Could be better.,2024-10-07T15:07:42.749970
GATMJIiT,6,216,rL7RN9QV,4,4,2,Very informative.,2024-10-07T15:07:42.749970
zBmBFdej,3,274,fc4eqj6h,2,5,5,Great course!,2024-10-07T15:07:42.749970
ULP0vduI,17,133,TLR7AhBx,4,1,4,Great course!,2024-10-07T15:07:42.749970
4IRX7rv4,1,222,R6j7Z1PS,3,1,4,Very informative.,2024-10-07T15:07:42.749970
w2dNZgkg,19,104,ZSTLuNdj,4,3,4,Very informative.,2024-10-07T15:07:42.749970
38fMuXRl,16,146,5YGtU3pu,1,1,4,Very informative.,2024-10-07T15:07:42.749970
hFG7aAXm,3,204,8geRUowE,2,4,4,Very informative.,2024-10-07T15:07:42.749970
ABjd5wjD,19,250,Tek2i6KB,3,4,1,Very informative.,2024-10-07T15:07:42.749970
Y0V1xEYS,19,296,4YNCwsf7,2,5,1,Could be better.,2024-10-07T15:07:42.749970
mshET68t,9,60,pmRgrDfD,5,2,2,Very informative.,2024-10-07T15:07:42.749970
dJYiAO58,4,256,CPB2s4Q8,4,5,1,Great course!,2024-10-07T15:07:42.749970
Ape2f9MN,9,74,vXEwlOb2,4,1,1,Very informative.,2024-10-07T15:07:42.749970
eyXBpKFT,12,268,mr84i5mc,2,1,2,Could be better.,2024-10-07T15:07:42.749970
7XxeTm8b,14,69,2zj1Yd2E,1,1,5,Very informative.,2024-10-07T15:07:42.749970
j56zuOeJ,18,290,NvVBYLTU,2,5,5,Great course!,2024-10-07T15:07:42.749970
wpC8fYbC,8,50,CJBsiXbS,2,2,1,Great course!,2024-10-07T15:07:42.749970
DBZ7UFRG,11,45,5zjMXulc,5,1,5,Could be better.,2024-10-07T15:07:42.749970
q9nZKkay,20,70,ZcVB4vML,5,1,3,Great course!,2024-10-07T15:07:42.749970
Z4IwiNMg,18,9,jgxT7JlJ,5,5,2,Very informative.,2024-10-07T15:07:42.749970
TTMEVCyu,13,206,iCxtpTBy,1,5,4,Great course!,2024-10-07T15:07:42.750967
iciLpa86,12,142,lvyMbVax,2,5,3,Could be better.,2024-10-07T15:07:42.750967
E6QUDiJD,18,237,9dN85CJU,3,5,3,Very informative.,2024-10-07T15:07:42.750967
DHbRlHmr,10,274,hsYpb0Rr,5,3,4,Could be better.,2024-10-07T15:07:42.750967
AaUsKghU,4,266,RrQR5zfM,2,5,5,Great course!,2024-10-07T15:07:42.750967
l5oyVBwd,15,145,SOspUiOX,4,2,5,Very informative.,2024-10-07T15:07:42.750967
eyE3xZO9,11,250,Bi861VQ9,1,2,1,Could be better.,2024-10-07T15:07:42.750967
A4PFztiO,11,39,bgMboBlr,4,4,3,Great course!,2024-10-07T15:07:42.750967
1hBausQZ,10,67,Vkuoq2P4,3,3,2,Great course!,2024-10-07T15:07:42.750967
sPRgAXJ5,4,9,WXYtZmiq,1,2,5,Could be better.,2024-10-07T15:07:42.750967
i6IXppV2,9,178,SajCX5y5,3,3,4,Great course!,2024-10-07T15:07:42.750967
nDIHaLZa,3,259,tQIUOqKI,3,5,3,Could be better.,2024-10-07T15:07:42.750967
wCjsmNCf,3,50,JM6HZbx4,4,3,1,Great course!,2024-10-07T15:07:42.750967
3RbxOJE1,19,244,tAhGKbW1,2,4,2,Great course!,2024-10-07T15:07:42.751968
1jJZszYs,4,284,lddcQPts,1,1,5,Could be better.,2024-10-07T15:07:42.751968
Bf4D2uOm,9,204,NKlXknAw,4,3,3,Great course!,2024-10-07T15:07:42.751968
mRHeWsTD,12,248,y7X9oAWp,1,3,2,Could be better.,2024-10-07T15:07:42.751968
f2bn5gbe,13,55,aKW1QkYG,3,3,2,Could be better.,2024-10-07T15:07:42.751968
5VX41HHb,17,148,vHh3nrIS,2,1,3,Could be better.,2024-10-07T15:07:42.751968
tWtP55G1,16,86,f9MfmUq0,2,3,4,Great course!,2024-10-07T15:07:42.751968
a0ZYFqiL,14,255,vMKPh2Ds,1,4,4,Great course!,2024-10-07T15:07:42.751968
ABn5Y5Pk,20,169,7fnYbjni,3,4,3,Great course!,2024-10-07T15:07:42.751968
F4CGnrTF,3,139,H18SqHbO,3,1,3,Could be better.,2024-10-07T15:07:42.751968
eooKh2VI,16,246,8PZ5kV6z,5,1,3,Great course!,2024-10-07T15:07:42.751968
YpZ6clZj,1,300,lqdazx0a,1,5,2,Very informative.,2024-10-07T15:07:42.751968
e6QxxchH,6,162,oj3QiNii,2,1,4,Very informative.,2024-10-07T15:07:42.751968
y0X58tYA,6,154,hbFPA9qh,3,1,1,Great course!,2024-10-07T15:07:42.751968
DY4MHn96,11,265,r4c2hcaA,2,4,1,Very informative.,2024-10-07T15:07:42.751968
lkKMN5oY,2,238,xWmBZ6zB,4,4,1,Great course!,2024-10-07T15:07:42.751968
4yqcBdvN,3,109,QY7bD2l9,3,4,5,Very informative.,2024-10-07T15:07:42.751968
jQpO7819,17,48,UxQ4pf7o,3,2,5,Could be better.,2024-10-07T15:07:42.751968
v9WIDH0m,10,63,hUthl3Qz,2,2,1,Great course!,2024-10-07T15:07:42.751968
qa0ajHMP,10,199,n8glNgMb,2,1,5,Great course!,2024-10-07T15:07:42.751968
kpEgXvcK,4,216,hq5JHOyq,5,3,2,Very informative.,2024-10-07T15:07:42.752967
2G1bKD1I,1,72,DqAkrOEM,2,4,5,Great course!,2024-10-07T15:07:42.752967
012OZgcO,18,92,4xt19cwA,3,1,5,Very informative.,2024-10-07T15:07:42.752967
xpI9G9XP,4,59,cYS74C4V,5,5,3,Could be better.,2024-10-07T15:07:42.752967
duwKHOh9,20,273,q3Pbqdsm,1,2,5,Could be better.,2024-10-07T15:07:42.752967
sEEXVmxA,10,253,SzJErkEX,3,5,3,Very informative.,2024-10-07T15:07:42.752967
LH9kxRAD,1,233,HmGMfcle,4,4,2,Great course!,2024-10-07T15:07:42.752967
2RlCehqz,20,253,LAzN5FYr,5,3,1,Great course!,2024-10-07T15:07:42.752967
GhiF1Kns,6,96,MUwYHozk,5,2,1,Could be better.,2024-10-07T15:07:42.752967
ww1q8ynb,18,178,kn6Lijpf,5,2,5,Could be better.,2024-10-07T15:07:42.752967
TX7eVkGP,15,109,K1XGr8W4,1,1,3,Could be better.,2024-10-07T15:07:42.752967
SJlhawUg,19,261,abi3BUCO,3,3,2,Could be better.,2024-10-07T15:07:42.752967
njciBPmT,18,175,e4omD1Lr,5,4,4,Great course!,2024-10-07T15:07:42.752967
5M5vrwPY,14,213,iu5RXKSy,3,2,3,Great course!,2024-10-07T15:07:42.752967
tCQ4Qi1G,7,48,iyDi7m4U,5,3,5,Could be better.,2024-10-07T15:07:42.752967
