quizId,userId,courseId,enrollmentId,totalScore,obtainedScore,date
UYvAZ2bo,113,18,VqeimZVm,100,10,2024-10-07T15:07:42.745967
jzaqFIjD,74,6,EHSwPfI0,100,27,2024-10-07T15:07:42.745967
CzaseLYU,223,14,KsYsTv2a,100,65,2024-10-07T15:07:42.745967
vga4jcMR,181,6,VNVIRbo9,100,13,2024-10-07T15:07:42.745967
cD1bb16B,43,14,borec8So,100,9,2024-10-07T15:07:42.745967
Dr8ZfmCO,171,3,iwb3RNR1,100,56,2024-10-07T15:07:42.745967
qQPPah9A,246,10,Q72b9gZT,100,40,2024-10-07T15:07:42.745967
5Bc7I6EF,35,6,QTlpazPT,100,57,2024-10-07T15:07:42.745967
rmJHLfvY,189,17,n19u40w0,100,40,2024-10-07T15:07:42.746967
oqp6fpns,37,2,LmobF8Mc,100,41,2024-10-07T15:07:42.746967
YFZhL0Ec,83,11,WgFZFvh6,100,6,2024-10-07T15:07:42.746967
9HbqWtkW,251,16,z161S213,100,10,2024-10-07T15:07:42.746967
1eSU39ot,96,5,U1dIUIMK,100,44,2024-10-07T15:07:42.746967
gs0oeuxG,106,16,mu1Rw6HJ,100,17,2024-10-07T15:07:42.746967
oaYdwUF6,266,6,yojI5hAu,100,99,2024-10-07T15:07:42.746967
GrAnrBMW,207,8,R588ASjp,100,9,2024-10-07T15:07:42.746967
r4JIoWzD,285,11,LtjLBj9k,100,43,2024-10-07T15:07:42.746967
q8jTclfT,135,4,pvJcL4QA,100,97,2024-10-07T15:07:42.746967
Ro9msp5a,68,15,yh9eLGxx,100,47,2024-10-07T15:07:42.746967
RayHh84X,180,5,JeluwU1P,100,96,2024-10-07T15:07:42.746967
FSZTLDxv,162,14,sGR0p4lT,100,55,2024-10-07T15:07:42.746967
aMbYnRmH,263,20,Jq7ca3tk,100,58,2024-10-07T15:07:42.746967
Bxs7uip4,170,16,JWoA9H5D,100,12,2024-10-07T15:07:42.746967
3SZ4imfo,217,13,Cwvdw6PK,100,62,2024-10-07T15:07:42.746967
Q5kTfRvf,177,7,SdhZS04c,100,42,2024-10-07T15:07:42.746967
2DeWgjrf,72,20,30ARGtVP,100,64,2024-10-07T15:07:42.746967
7RxsSH5N,183,16,DKqUxXSV,100,99,2024-10-07T15:07:42.746967
GMhGUPQO,268,16,lHAdZmNd,100,68,2024-10-07T15:07:42.746967
MD7hRRad,2,6,Zl47G8of,100,75,2024-10-07T15:07:42.746967
SZZQ05XL,202,4,d2OFaPNA,100,30,2024-10-07T15:07:42.746967
mXjO5mHx,203,15,iWq8Lnqg,100,12,2024-10-07T15:07:42.746967
ixBuc0Ac,22,17,wkloLP9N,100,100,2024-10-07T15:07:42.747967
V92rga8T,171,10,MoUX5AKg,100,34,2024-10-07T15:07:42.747967
fyBevBF2,276,16,nRMNwOz3,100,40,2024-10-07T15:07:42.747967
obGQ14MW,70,9,gQxtXgQc,100,88,2024-10-07T15:07:42.747967
PKjesFWK,97,12,XFSn8Kbw,100,31,2024-10-07T15:07:42.747967
jMYmcgoA,207,16,QJJOTfBm,100,13,2024-10-07T15:07:42.747967
49ltTuNM,300,20,igIbjg0Z,100,46,2024-10-07T15:07:42.747967
zMyB8Nyb,79,3,WUfTfMTc,100,90,2024-10-07T15:07:42.747967
jVHyJ1x3,131,1,KZKZs7Kh,100,60,2024-10-07T15:07:42.747967
j1aPxsqW,262,6,T1L5ut6b,100,34,2024-10-07T15:07:42.747967
Akq9YWue,15,7,i0MIdgqc,100,98,2024-10-07T15:07:42.747967
W5JQ1OMw,59,5,19504c9X,100,7,2024-10-07T15:07:42.747967
hbFUHkqI,272,7,mPzSUqXi,100,24,2024-10-07T15:07:42.747967
WKYMRNqp,58,11,cEsmDnLf,100,99,2024-10-07T15:07:42.747967
KYxfkP7k,75,3,XGyvQ8zg,100,42,2024-10-07T15:07:42.747967
H9nj4Kra,185,4,wceDWLv4,100,0,2024-10-07T15:07:42.747967
Zo2cUUi7,206,19,WVxdow8f,100,55,2024-10-07T15:07:42.747967
O5G9FWzY,85,5,ll0Pj3sB,100,16,2024-10-07T15:07:42.747967
HgFnMlkx,115,12,8hsPqTcZ,100,4,2024-10-07T15:07:42.747967
AbDo2sjg,226,10,UaD998NI,100,13,2024-10-07T15:07:42.747967
Bfc1JqRr,153,11,4vuvCPfn,100,81,2024-10-07T15:07:42.747967
42lEbki3,224,1,V5AvVzws,100,26,2024-10-07T15:07:42.747967
GJlvJJod,4,9,G4joXiZs,100,37,2024-10-07T15:07:42.747967
u5tTFPri,128,4,Iy243OD1,100,62,2024-10-07T15:07:42.748967
jmGi2O4K,5,10,eyvrksyg,100,81,2024-10-07T15:07:42.748967
BlPlHzfe,25,3,TD2h5l54,100,15,2024-10-07T15:07:42.748967
KnaADz9g,69,9,O0pV6gRU,100,79,2024-10-07T15:07:42.748967
77giiuA0,50,20,78kLX8pY,100,5,2024-10-07T15:07:42.748967
LA5zwe11,117,18,GJ1GF6Sr,100,86,2024-10-07T15:07:42.748967
L2VScaEt,118,14,mrjuUtuf,100,38,2024-10-07T15:07:42.748967
TxXRIYL6,187,3,Us2b9svt,100,63,2024-10-07T15:07:42.748967
DxTHynoL,284,6,CufX118R,100,73,2024-10-07T15:07:42.748967
n78pNdhY,72,3,Ho9sGDg1,100,92,2024-10-07T15:07:42.748967
DOm68Yqq,60,13,nYeuG2BX,100,67,2024-10-07T15:07:42.748967
iDS5hTek,48,15,VrzLHEou,100,92,2024-10-07T15:07:42.748967
QyH9UsXu,230,14,rOjE6pp0,100,39,2024-10-07T15:07:42.748967
7yVfs7TS,121,11,il9vXKIJ,100,88,2024-10-07T15:07:42.748967
1SgkMP8z,188,13,qjqltloQ,100,4,2024-10-07T15:07:42.748967
49tU5NR3,205,3,ZoKB4eoO,100,97,2024-10-07T15:07:42.748967
3rUGrRTR,177,8,884vkYq1,100,51,2024-10-07T15:07:42.748967
PvaOcwBa,249,11,A6k4jTWJ,100,71,2024-10-07T15:07:42.748967
dhcVkL4m,181,3,1mW1vomo,100,56,2024-10-07T15:07:42.748967
yOw55Tah,127,17,rsnbAnu3,100,2,2024-10-07T15:07:42.749970
hHPzBMHC,122,5,xWiCBsbO,100,87,2024-10-07T15:07:42.749970
lpjSNjJ1,133,17,TLR7AhBx,100,14,2024-10-07T15:07:42.749970
qoNGo9PX,104,19,ZSTLuNdj,100,72,2024-10-07T15:07:42.749970
qVqZnFHy,146,16,5YGtU3pu,100,46,2024-10-07T15:07:42.749970
pDKTa0iV,47,14,inliscQ6,100,70,2024-10-07T15:07:42.749970
rxEN7wuG,250,19,Tek2i6KB,100,0,2024-10-07T15:07:42.749970
USgIJ8Fv,62,3,vVU0D8SY,100,53,2024-10-07T15:07:42.749970
Knh2FOZy,26,13,vwCPDCqP,100,100,2024-10-07T15:07:42.749970
k2XadgFV,70,8,xeerBpeI,100,15,2024-10-07T15:07:42.749970
fXbWHuA8,10,14,hGzYmHc6,100,11,2024-10-07T15:07:42.749970
6EkZmZ6z,290,18,NvVBYLTU,100,24,2024-10-07T15:07:42.749970
FeCJktg0,50,8,CJBsiXbS,100,81,2024-10-07T15:07:42.749970
ALIv2Tem,44,9,OeR3NP3N,100,31,2024-10-07T15:07:42.749970
otZEYPPv,45,11,5zjMXulc,100,32,2024-10-07T15:07:42.749970
8VmcsX4P,292,2,ut7SdmJH,100,31,2024-10-07T15:07:42.749970
GNrWnmAb,223,6,db5NTan9,100,86,2024-10-07T15:07:42.749970
YzWMITYH,130,16,4idJcZ6j,100,14,2024-10-07T15:07:42.749970
IpmzNTOO,206,13,iCxtpTBy,100,8,2024-10-07T15:07:42.750967
fKi0w2TB,109,5,bJVBjuze,100,57,2024-10-07T15:07:42.750967
D9w4ySMM,1,12,iAqazcHs,100,53,2024-10-07T15:07:42.750967
0zcHMPoD,223,7,oaOMjIKj,100,69,2024-10-07T15:07:42.750967
W4cjMUaW,2,13,Solgtnjx,100,60,2024-10-07T15:07:42.750967
fK7x0dyn,107,11,Jsd2ZjOC,100,32,2024-10-07T15:07:42.750967
gvqxQ3aQ,142,12,lvyMbVax,100,21,2024-10-07T15:07:42.750967
dCwkonEP,47,1,BUGstudm,100,55,2024-10-07T15:07:42.750967
DOBnnJjH,237,18,9dN85CJU,100,79,2024-10-07T15:07:42.750967
ez3gQL6W,274,10,hsYpb0Rr,100,81,2024-10-07T15:07:42.750967
VV8u9UIm,176,11,7YGq8TvR,100,85,2024-10-07T15:07:42.750967
RBSewumu,266,4,RrQR5zfM,100,80,2024-10-07T15:07:42.750967
aggXti7C,51,3,RMD5sbTt,100,14,2024-10-07T15:07:42.750967
1EaIop4R,145,15,SOspUiOX,100,26,2024-10-07T15:07:42.750967
fKTIHyKG,38,11,TpbCAhOF,100,67,2024-10-07T15:07:42.750967
R8DWJPn7,250,11,Bi861VQ9,100,80,2024-10-07T15:07:42.750967
1pjFQemf,67,10,Vkuoq2P4,100,0,2024-10-07T15:07:42.750967
Mpc8PA1I,82,1,xjI3UV6r,100,13,2024-10-07T15:07:42.750967
HeI68fW4,215,8,h9HPcgJo,100,84,2024-10-07T15:07:42.750967
PjL70vUi,279,11,taKwhXX6,100,58,2024-10-07T15:07:42.750967
vmHHqdsp,44,6,Ck20mS76,100,95,2024-10-07T15:07:42.750967
bXGcUxRA,161,15,g93hqQpi,100,52,2024-10-07T15:07:42.750967
ZP1pn7Bw,178,9,SajCX5y5,100,50,2024-10-07T15:07:42.750967
8I4bRnRO,259,3,tQIUOqKI,100,95,2024-10-07T15:07:42.750967
w58e4xWc,35,10,QrkiXinS,100,0,2024-10-07T15:07:42.750967
Z2RDzMxb,49,8,Yn98uDM4,100,42,2024-10-07T15:07:42.750967
4QLkFOis,63,11,LA3btEC0,100,21,2024-10-07T15:07:42.750967
mtJBZQNr,59,8,pi6NBKSo,100,59,2024-10-07T15:07:42.750967
Y4xEZNvH,244,19,tAhGKbW1,100,48,2024-10-07T15:07:42.751968
9MbfeBdy,284,4,lddcQPts,100,37,2024-10-07T15:07:42.751968
TxdNlgnQ,282,16,YZsIR9XL,100,22,2024-10-07T15:07:42.751968
zhr5yTcc,248,12,y7X9oAWp,100,31,2024-10-07T15:07:42.751968
VwC6eEGV,86,16,f9MfmUq0,100,3,2024-10-07T15:07:42.751968
GkUf3LWC,158,20,UNciiyee,100,9,2024-10-07T15:07:42.751968
7qGrbYpe,191,12,7eJHeEsL,100,87,2024-10-07T15:07:42.751968
lZTzDbNR,17,16,ksmlNTGR,100,80,2024-10-07T15:07:42.751968
JOSFhJr1,169,20,7fnYbjni,100,39,2024-10-07T15:07:42.751968
Ogmtze94,246,16,8PZ5kV6z,100,70,2024-10-07T15:07:42.751968
2zUvOfiE,254,5,t94qUo5T,100,96,2024-10-07T15:07:42.751968
kgXvFWsB,291,17,cChvd5pl,100,36,2024-10-07T15:07:42.751968
G2vc4MN2,300,1,lqdazx0a,100,57,2024-10-07T15:07:42.751968
JW04fNd3,117,4,5S6U02ZQ,100,19,2024-10-07T15:07:42.751968
SQbxnisw,247,18,H1NF4c2v,100,60,2024-10-07T15:07:42.751968
DdA07Gyj,81,4,Y7tucwg7,100,34,2024-10-07T15:07:42.751968
zjLXUtPZ,154,6,hbFPA9qh,100,15,2024-10-07T15:07:42.751968
eC2RJkFk,265,11,r4c2hcaA,100,85,2024-10-07T15:07:42.751968
KWSQfdYa,245,14,lEiulp2z,100,26,2024-10-07T15:07:42.751968
N8ODZam0,108,16,o68LXpKT,100,33,2024-10-07T15:07:42.751968
Y9kB79e3,63,10,hUthl3Qz,100,63,2024-10-07T15:07:42.751968
V03Q4zZ4,199,10,n8glNgMb,100,90,2024-10-07T15:07:42.751968
2Z18WZPZ,249,18,VE3ixiHP,100,33,2024-10-07T15:07:42.752967
1Ux5NrX9,1,15,USKP2vA0,100,68,2024-10-07T15:07:42.752967
IKfKSj29,100,3,B6mHV0Hu,100,45,2024-10-07T15:07:42.752967
egrvAmSv,68,8,XW6mxy8f,100,48,2024-10-07T15:07:42.752967
XrjWJ91a,157,2,84HVq4W9,100,97,2024-10-07T15:07:42.752967
ys0AwPkK,152,5,9nOgJI9X,100,50,2024-10-07T15:07:42.752967
vIyzN3WP,253,16,mvqwAnlG,100,75,2024-10-07T15:07:42.752967
Au6MkKqa,96,6,MUwYHozk,100,52,2024-10-07T15:07:42.752967
jsyMqsg2,139,19,mSZ0GZTZ,100,69,2024-10-07T15:07:42.752967
itwpg1gC,178,18,kn6Lijpf,100,80,2024-10-07T15:07:42.752967
Rg5luPhS,175,19,sjx4Y2Pn,100,19,2024-10-07T15:07:42.752967
xnwGrLUL,109,15,K1XGr8W4,100,41,2024-10-07T15:07:42.752967
rXJROOzO,192,7,nk5kXE87,100,60,2024-10-07T15:07:42.752967
xNBiwQJe,261,19,abi3BUCO,100,0,2024-10-07T15:07:42.752967
SIFA076Z,172,2,tp2DwuuB,100,36,2024-10-07T15:07:42.752967
pu0vI5Jm,175,18,e4omD1Lr,100,76,2024-10-07T15:07:42.752967
OANzdKxg,48,7,iyDi7m4U,100,31,2024-10-07T15:07:42.752967
9sd76Kzc,298,1,82qb7Cel,100,17,2024-10-07T15:07:42.752967
6zBrEA0R,181,16,8HiUgsp9,100,37,2024-10-07T15:07:42.752967
pbKn8FVU,251,7,oNOluXYK,100,26,2024-10-07T15:07:42.752967
tm29ZGUS,224,20,tYdXW0D4,100,74,2024-10-07T15:07:42.753967
YuO7qmDh,224,11,JWQBJKXo,100,76,2024-10-07T15:07:42.753967
0i7UoE2I,242,13,pgvYGk3A,100,60,2024-10-07T15:07:42.753967
A41ZZZkD,246,19,ds7LjCLi,100,25,2024-10-07T15:07:42.753967
fa3HIR6X,146,18,Pa5bx3Wi,100,74,2024-10-07T15:07:42.753967
ekthbZAF,104,20,kGoPJBXK,100,54,2024-10-07T15:07:42.753967
2zBCKd8i,81,17,YUpSca3I,100,14,2024-10-07T15:07:42.753967
tBzpWSjb,207,19,XwY1DCm7,100,45,2024-10-07T15:07:42.753967
AmsnMfyo,146,10,hlVWrFQv,100,23,2024-10-07T15:07:42.753967
xuXTnbd2,224,14,5GZoTAOL,100,91,2024-10-07T15:07:42.753967
4vyV7WCr,280,19,X25MkJiM,100,20,2024-10-07T15:07:42.753967
8xSaPHHA,182,14,qgPgNCmu,100,5,2024-10-07T15:07:42.753967
SfxO2cTk,41,8,6ih6KqVM,100,80,2024-10-07T15:07:42.753967
8wQgPjuD,275,4,tf7EMXAP,100,6,2024-10-07T15:07:42.753967
SYTEWrXw,57,13,m2qNp4ic,100,31,2024-10-07T15:07:42.753967
GiyWYEIz,38,8,exVjRVlD,100,42,2024-10-07T15:07:42.753967
WVTYwqdA,233,6,T6UlPepJ,100,98,2024-10-07T15:07:42.754967
HvvFMkKH,114,13,AKaLxUi3,100,58,2024-10-07T15:07:42.754967
XZgHBWEH,35,12,X9E8veu1,100,87,2024-10-07T15:07:42.754967
AdTRHv1y,68,18,shhk154L,100,31,2024-10-07T15:07:42.754967
G0Ip0Fab,242,14,TaSRcdcG,100,81,2024-10-07T15:07:42.754967
4YooJ27A,269,11,j53LiI6l,100,81,2024-10-07T15:07:42.754967
PNTxgX1Z,31,17,5llRkzB0,100,59,2024-10-07T15:07:42.754967
JVHSez6f,273,14,Z12bgn9z,100,41,2024-10-07T15:07:42.754967
f0oF0ODn,37,17,21KITRjQ,100,48,2024-10-07T15:07:42.754967
QeQriq2I,157,11,2iMilOXp,100,53,2024-10-07T15:07:42.754967
1LGBqEFz,212,13,lvlM4Qhl,100,89,2024-10-07T15:07:42.754967
cN6do6ng,183,2,SMH087Cy,100,100,2024-10-07T15:07:42.754967
It9Pkq5M,116,14,SOWPQCwz,100,75,2024-10-07T15:07:42.754967
b9c30Ub5,165,19,5HUhg6CF,100,68,2024-10-07T15:07:42.754967
HyOb6HSr,169,7,qJtnSlyH,100,36,2024-10-07T15:07:42.754967
WMlfRcpv,19,4,9QvTyLTU,100,75,2024-10-07T15:07:42.754967
XcfCgBW2,85,8,5JwD5qmG,100,77,2024-10-07T15:07:42.754967
HJ6RTh6h,130,4,kCHKRYhD,100,38,2024-10-07T15:07:42.754967
ZPa70v2c,186,9,yanFgNv2,100,71,2024-10-07T15:07:42.754967
cuFmJ1Ai,239,14,4MZe5VLT,100,79,2024-10-07T15:07:42.754967
